wall,sim,status,arm_joint1,arm_joint2,arm_joint3,arm_joint4,arm_joint5,r_joint,cube_z,tcp_z,cube_tcp,cube_right,cube_left
2.1897,146.5380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.013095,7.916210,0.342551,1.324816,0.083440,0.999133,0.026978,-0.005061,0.090002,0.101515,0.088278
2.2098,146.5580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.011239,7.896333,0.349971,1.325958,0.055949,0.999586,0.027153,-0.002378,0.084360,0.080980,0.087828
2.2295,146.5780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.009490,7.877083,0.358640,1.331308,0.036716,0.999766,0.027553,-0.002162,0.084418,0.098777,0.061978
2.2512,146.5980,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.008309,7.867011,0.366502,1.334524,0.023619,1.000044,0.027578,-0.002030,0.082765,0.087165,0.063746
2.2702,146.6180,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.007434,7.859390,0.373836,1.337441,0.015537,1.000207,0.027395,-0.002038,0.081638,0.096356,0.072411
2.2893,146.6380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.003835,7.853332,0.380427,1.338843,0.011612,1.000194,0.027555,-0.002032,0.082603,0.091343,0.082058
2.3094,146.6580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.003024,7.849034,0.387531,1.342924,0.007799,0.999906,0.027488,-0.002278,0.082650,0.082191,0.061742
2.3289,146.6780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002097,7.846334,0.393702,1.345486,0.004972,0.999800,0.027313,-0.002421,0.082199,0.096703,0.085684
2.3506,146.6980,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002244,7.843862,0.398178,1.345904,0.004904,1.000197,0.027443,-0.002803,0.083907,0.095309,0.085146
2.3683,146.7180,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002438,7.843019,0.403236,1.348970,0.003762,1.000089,0.027309,-0.002980,0.084043,0.095878,0.078739
2.3894,146.7380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002693,7.842845,0.406901,1.350716,0.002618,1.000261,0.027352,-0.003471,0.084401,0.096870,0.079728
2.4094,146.7580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002808,7.842456,0.409290,1.351443,0.002251,1.000068,0.027192,-0.003687,0.084340,0.095629,0.084015
2.4289,146.7780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002903,7.842593,0.410702,1.352247,0.001809,1.000055,0.027004,-0.003808,0.082803,0.092982,0.058568
2.4507,146.7980,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002935,7.842885,0.410883,1.352377,0.001425,1.000223,0.025867,-0.003856,0.082382,0.092039,0.078195
2.4730,146.8180,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002947,7.843016,0.410865,1.352410,0.001211,0.999990,0.025583,-0.003823,0.081687,0.090879,0.056420
2.4896,146.8380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002864,7.841925,0.409313,1.349637,0.003180,1.000083,0.027177,-0.003503,0.083202,0.091337,0.055282
2.5167,146.8580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002923,7.842420,0.410605,1.351818,0.004100,1.000120,0.027248,-0.003579,0.083086,0.091266,0.082754
2.5281,146.8780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002918,7.842406,0.410478,1.351478,0.003599,0.999992,0.027366,-0.003594,0.083417,0.091349,0.086251
2.5497,146.8980,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002908,7.842527,0.410728,1.351977,0.003242,1.000014,0.027166,-0.003702,0.083222,0.091045,0.050553
2.5675,146.9180,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002956,7.842634,0.410891,1.352335,0.002090,1.000034,0.027303,-0.003751,0.082900,0.090410,0.086747
2.5883,146.9380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002940,7.842423,0.410672,1.351811,0.002975,0.999977,0.027430,-0.003725,0.083478,0.090421,0.088079
2.6082,146.9580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002981,7.842569,0.410887,1.352315,0.002419,1.000035,0.027334,-0.003826,0.082954,0.089559,0.046214
2.6278,146.9780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002941,7.842551,0.410450,1.351272,0.002465,1.000013,0.027424,-0.003740,0.083506,0.089989,0.094536
2.6489,146.9980,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002953,7.842419,0.410747,1.352066,0.002669,0.980032,0.027230,-0.003811,0.083357,0.090626,0.090111
2.6673,147.0180,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.003002,7.842627,0.410915,1.352335,0.001760,0.960060,0.027372,-0.003846,0.083091,0.090659,0.096352
2.6881,147.0380,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002959,7.842556,0.410806,1.351981,0.002483,0.940010,0.027225,-0.003830,0.083337,0.092045,0.096541
2.7075,147.0580,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.003017,7.842586,0.410886,1.352316,0.001629,0.920112,0.027373,-0.003856,0.083067,0.092125,0.097771
2.7276,147.0780,Grasp descent wrist guard stopped collision rotation: joint5=0.174 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,0.002978,7.842513,0.410789,1.351948,0.002470,0.899920,0.027227,-0.003828,0.083371,0.093267,0.091117
