wall,sim,status,arm_joint1,arm_joint2,arm_joint3,arm_joint4,arm_joint5,r_joint,cube_z,tcp_z,cube_tcp,cube_right,cube_left
1.4045,162.5080,Opening gripper and moving camera/gripper to the visually aligned cube,0.000055,7.343289,0.713330,1.473347,0.000078,-5.283184,0.020000,0.076042,0.073842,0.088782,0.090167
1.4289,162.5280,Opening gripper and moving camera/gripper to the visually aligned cube,0.000055,7.343289,0.713330,1.473347,0.000078,-5.283184,0.020000,0.074571,0.072392,0.087315,0.088771
1.4491,162.5480,Opening gripper and moving camera/gripper to the visually aligned cube,0.000051,7.363290,0.699239,1.467709,0.000075,-5.283185,0.020000,0.071608,0.069523,0.084396,0.086004
1.4802,162.5680,Opening gripper and moving camera/gripper to the visually aligned cube,0.000042,7.403292,0.671239,1.456507,0.000070,-5.283185,0.020000,0.067110,0.065312,0.080067,0.081926
1.4897,162.5880,Opening gripper and moving camera/gripper to the visually aligned cube,0.000042,7.403292,0.671239,1.456507,0.000070,-5.283185,0.020000,0.065595,0.063938,0.078640,0.080589
1.5105,162.6080,Opening gripper and moving camera/gripper to the visually aligned cube,0.000037,7.423292,0.657352,1.450951,0.000068,-5.283185,0.020000,0.064074,0.062581,0.077223,0.079265
1.5290,162.6280,Opening gripper and moving camera/gripper to the visually aligned cube,0.000032,7.443292,0.643554,1.445431,0.000065,-5.283185,0.020000,0.059467,0.058627,0.073034,0.075381
1.5508,162.6480,Opening gripper and moving camera/gripper to the visually aligned cube,0.000023,7.483292,0.616266,1.434514,0.000060,-5.283185,0.020000,0.054793,0.054891,0.068967,0.071654
1.5721,162.6680,Opening gripper and moving camera/gripper to the visually aligned cube,0.000018,7.503292,0.602796,1.429126,0.000058,-5.283185,0.020000,0.051642,0.052552,0.066339,0.069275
1.5901,162.6880,Opening gripper and moving camera/gripper to the visually aligned cube,0.000018,7.503292,0.602796,1.429126,0.000058,-5.283185,0.020000,0.048461,0.050361,0.063794,0.066995
1.6112,162.7080,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000013,7.543292,0.576258,1.418509,0.000053,-5.283185,0.020000,0.045252,0.048344,0.061343,0.064834
1.6292,162.7280,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000013,7.543292,0.576258,1.418509,0.000053,-5.283185,0.020000,0.043637,0.047408,0.060161,0.063798
1.6498,162.7480,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000013,7.563291,0.563210,1.413289,0.000051,-5.283185,0.020000,0.040386,0.045707,0.057890,0.061838
1.6692,162.7680,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000015,7.583291,0.550323,1.408134,0.000048,-5.283185,0.020000,0.037106,0.044258,0.055764,0.060038
1.6924,162.7880,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000021,7.603291,0.537607,1.403047,0.000046,-5.283185,0.020000,0.032135,0.042632,0.052898,0.057684
1.7108,162.8080,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000018,7.643290,0.512730,1.393094,0.000042,-5.283185,0.020000,0.028787,0.041962,0.051240,0.056383
1.7320,162.8280,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000022,7.663332,0.500551,1.388233,0.000031,-5.283182,0.020000,0.025424,0.041667,0.049826,0.055324
1.7492,162.8480,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000022,7.663332,0.500551,1.388233,0.000031,-5.283182,0.020000,0.022048,0.041774,0.048691,0.054536
1.7691,162.8680,Opening gripper and moving camera/gripper to the visually aligned cube,-0.000028,7.703292,0.476914,1.378774,0.000033,-5.283182,0.019020,0.018654,0.042221,0.048158,0.054242
1.7900,162.8880,Opening gripper and moving camera/gripper to the visually aligned cube,0.002691,7.723501,0.461690,1.372513,0.007780,-5.292729,0.019368,0.017030,0.045149,0.049329,0.056190
1.8090,162.9080,Opening gripper and moving camera/gripper to the visually aligned cube,0.005921,7.744038,0.449925,1.367659,0.018969,-5.296417,0.018739,0.016036,0.048114,0.051705,0.059307
1.8288,162.9280,Opening gripper and moving camera/gripper to the visually aligned cube,0.005921,7.744038,0.449925,1.367659,0.018969,-5.296417,0.020989,0.015660,0.051597,0.051153,0.065201
1.8489,162.9480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.007998,7.784475,0.429596,1.359914,-0.040737,-5.293558,0.023131,0.010805,0.057447,0.057008,0.068495
1.8863,162.9780,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.006235,7.802443,0.420506,1.356310,-0.025720,-5.285529,0.023728,0.003426,0.064652,0.061033,0.074732
1.8918,162.9880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.006235,7.802443,0.420506,1.356310,-0.025720,-5.285529,0.023728,0.000595,0.066563,0.063514,0.074420
1.9089,163.0080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.004444,7.842160,0.418297,1.355241,-0.011704,-5.282984,0.022273,-0.002174,0.067723,0.063001,0.074689
1.9293,163.0280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.004444,7.842160,0.418297,1.355241,-0.011704,-5.282984,0.023738,-0.009337,0.079350,0.073270,0.078901
1.9502,163.0480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.020289,7.877053,0.411170,1.349381,0.022525,-5.282963,0.031625,-0.004605,0.097210,0.093288,0.100368
1.9691,163.0680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.014484,7.900600,0.435956,1.362261,0.013839,-5.282980,0.029303,-0.012532,0.108137,0.103976,0.111707
1.9887,163.0880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.014484,7.900600,0.435956,1.362261,0.013839,-5.282980,0.026728,-0.014698,0.111557,0.106814,0.115160
2.0090,163.1080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.011581,7.922639,0.435400,1.362231,0.067811,-5.281879,0.024861,-0.011234,0.121427,0.116075,0.125964
2.0295,163.1280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.011984,7.964187,0.445177,1.366454,0.219126,-5.282474,0.023982,-0.008959,0.126714,0.121940,0.132881
2.0486,163.1480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.014236,7.983246,0.449928,1.370274,0.342591,-5.294974,0.022473,-0.008511,0.128434,0.129998,0.132382
2.0691,163.1680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.014236,7.983246,0.449928,1.370274,0.342591,-5.294974,0.017999,-0.002336,0.135468,0.134904,0.145829
2.0893,163.1880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.018879,7.993869,0.453730,1.371908,0.524737,-5.298133,0.021251,-0.006264,0.141886,0.145373,0.110975
2.1129,163.2080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.018734,8.005558,0.477770,1.377140,0.511512,-5.316237,0.020483,0.003181,0.150808,0.154786,0.145244
2.1289,163.2280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.022413,8.038058,0.467298,1.378760,0.680386,-5.295739,0.019999,-0.002700,0.157259,0.118094,0.138002
2.1484,163.2480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.022322,8.041987,0.487163,1.380027,0.671027,-5.328048,0.019672,0.008149,0.158674,0.166529,0.172892
2.1687,163.2680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.024662,8.083482,0.497702,1.384618,0.603689,-5.313855,0.019621,-0.007249,0.163998,0.167270,0.177970
2.1887,163.2880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.028023,8.101189,0.499930,1.385053,0.621890,-5.314230,0.019844,0.008207,0.168927,0.174432,0.174977
2.2087,163.3080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.030122,8.120337,0.500160,1.384988,0.640681,-5.314773,0.019844,-0.006952,0.173271,0.175532,0.177810
2.2284,163.3280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.031060,8.139497,0.499359,1.384530,0.655908,-5.315591,0.019999,0.011380,0.177458,0.191361,0.180732
2.2490,163.3480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.030444,8.161494,0.498592,1.384411,0.673513,-5.322103,0.019999,-0.004496,0.181333,0.181912,0.198903
2.2707,163.3680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.030444,8.161494,0.498592,1.384411,0.673513,-5.322103,0.019621,0.013130,0.184649,0.193048,0.191990
2.2911,163.3880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.021103,8.214919,0.487168,1.420134,0.571534,-5.312247,0.019621,-0.003729,0.183452,0.180327,0.205409
2.3111,163.4080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.021103,8.214919,0.487168,1.420134,0.571534,-5.312247,0.019999,-0.005073,0.187027,0.185852,0.206363
2.3312,163.4280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.021001,8.233435,0.485054,1.424528,0.534861,-5.312173,0.019844,-0.001423,0.192394,0.190802,0.196098
2.3502,163.4480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.025109,8.259307,0.476027,1.427526,0.574266,-5.308178,0.019999,0.003178,0.192706,0.195603,0.202649
2.3714,163.4680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.011558,8.325086,0.472933,1.415830,0.423781,-5.287446,0.019999,0.001944,0.197619,0.200341,0.209125
2.3955,163.4880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.011558,8.325086,0.472933,1.415830,0.423781,-5.287446,0.019844,-0.001989,0.203045,0.165358,0.193642
2.4174,163.5080,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.009535,8.324748,0.476042,1.424765,0.431890,-5.313535,0.019621,0.000983,0.205167,0.202229,0.207227
2.4476,163.5280,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.002701,8.376450,0.473041,1.383597,0.354434,-5.313399,0.019999,0.002851,0.210733,0.209362,0.211017
2.4708,163.5480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.002701,8.376450,0.473041,1.383597,0.354434,-5.313399,0.019621,-0.012017,0.213975,0.195996,0.219623
2.4919,163.5680,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.015781,8.397414,0.435902,1.452448,0.351185,-5.325528,0.019999,0.000123,0.216149,0.181015,0.224439
2.6878,163.5880,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.015083,8.368122,0.490479,1.379738,0.361690,-5.382370,0.019844,0.003361,0.220821,0.215500,0.225527
2.6900,163.7480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.015689,8.554691,0.487069,1.378722,0.252716,-5.542213,0.019844,0.003361,0.220821,0.215500,0.225527
2.6902,163.7480,Grasp descent wrist guard stopped collision rotation: joint5=-0.054 rad; limit=0.035 rad; backing off to the latest stable approach pose,0.015689,8.554691,0.487069,1.378722,0.252716,-5.542213,0.019844,0.003361,0.220821,0.215500,0.225527
