wall,sim,status,arm_joint1,arm_joint2,arm_joint3,arm_joint4,arm_joint5,r_joint,cube_z,tcp_z,cube_tcp,cube_right,cube_left
7.6504,186.2780,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000092,-6.481945,-7.870707,-0.299390,-0.000094,0.760004,0.020000,0.210343,0.575962,0.568566,0.571183
7.6714,186.2980,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000092,-6.474403,-7.875735,-0.307002,-0.000093,0.760004,0.020000,0.210174,0.574742,0.567387,0.569994
7.6993,186.3180,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000092,-6.466982,-7.880682,-0.314491,-0.000092,0.760004,0.020000,0.209917,0.572938,0.565642,0.568238
7.7195,186.3380,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000092,-6.459685,-7.885548,-0.321857,-0.000091,0.760003,0.020000,0.209744,0.571753,0.564497,0.567084
7.7378,186.3580,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000092,-6.452512,-7.890330,-0.329096,-0.000090,0.760003,0.020000,0.209657,0.571166,0.563931,0.566510
7.7585,186.3780,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.445465,-7.895028,-0.336209,-0.000089,0.760003,0.020000,0.209482,0.570004,0.562808,0.565378
7.7847,186.3980,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.438546,-7.899641,-0.343192,-0.000089,0.760003,0.020000,0.209307,0.568857,0.561701,0.564262
7.8042,186.4180,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.431755,-7.904168,-0.350046,-0.000088,0.760003,0.020000,0.209130,0.567727,0.560609,0.563162
7.8284,186.4380,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.425095,-7.908608,-0.356768,-0.000087,0.760003,0.020000,0.208954,0.566614,0.559534,0.562078
7.8442,186.4580,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.418568,-7.912960,-0.363356,-0.000087,0.760003,0.020000,0.208777,0.565519,0.558476,0.561012
7.8731,186.4780,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.412174,-7.917222,-0.369809,-0.000086,0.760003,0.020000,0.208600,0.564442,0.557436,0.559964
7.8949,186.4980,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000093,-6.405915,-7.921395,-0.376127,-0.000085,0.760003,0.020000,0.208424,0.563384,0.556414,0.558934
7.9173,186.5180,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.399792,-7.925477,-0.382306,-0.000085,0.760003,0.020000,0.208249,0.562345,0.555411,0.557923
7.9474,186.5380,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.393808,-7.929466,-0.388345,-0.000084,0.760003,0.020000,0.208075,0.561326,0.554427,0.556931
7.9627,186.5580,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.387964,-7.933363,-0.394244,-0.000083,0.760003,0.020000,0.207902,0.560328,0.553463,0.555960
7.9839,186.5780,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.382261,-7.937165,-0.400001,-0.000083,0.760003,0.020000,0.207731,0.559351,0.552520,0.555009
8.0025,186.5980,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.376700,-7.940872,-0.405613,-0.000082,0.760003,0.020000,0.207561,0.558396,0.551597,0.554080
8.0287,186.6180,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.371284,-7.944483,-0.411079,-0.000082,0.760003,0.020000,0.207394,0.557463,0.550696,0.553172
8.0484,186.6380,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.366013,-7.947997,-0.416399,-0.000081,0.760003,0.020000,0.207228,0.556552,0.549817,0.552286
8.0697,186.6580,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.360890,-7.951412,-0.421570,-0.000081,0.760003,0.020000,0.207066,0.555665,0.548960,0.551422
8.0935,186.6780,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000094,-6.355915,-7.954728,-0.426591,-0.000080,0.760003,0.020000,0.206827,0.554378,0.547717,0.550173
8.1133,186.6980,Grasp descent wrist guard stopped collision rotation: joint5=-0.035 rad; limit=0.035 rad; backing off to the recent pre-contact approach pose,-0.000095,-6.351091,-7.957945,-0.431460,-0.000080,0.760003,0.020000,0.206672,0.553551,0.546918,0.549368
